contrast,dissimilarity,homogeneity,ASM,energy,correlation,entropy,y
149.7413165,2.725070028,0.731877265,0.428658846,0.654720433,0.954067787,0.253746407,0
219.6309524,2.96092437,0.714811375,0.379014429,0.615641478,0.950968092,0.220163377,0
219.8655462,2.627731092,0.768119332,0.475277562,0.689403773,0.957949568,0.203245414,0
212.6826331,3.530952381,0.636939571,0.265432791,0.515201699,0.945754858,0.25080933,0
216.8876751,2.79719888,0.751535715,0.457407826,0.676319322,0.961528947,0.227349245,0
238.4310924,3.366806723,0.676744989,0.323281401,0.568578403,0.952779665,0.212978912,0
213.7243697,2.961064426,0.743669365,0.447696883,0.669101549,0.957405645,0.228242488,0
143.6120448,2.889355742,0.655227001,0.264034172,0.513842556,0.961765951,0.209830393,0
184.0833333,2.853081232,0.712196032,0.365396767,0.604480576,0.957428921,0.243213848,0
307.0210084,3.410644258,0.705852824,0.369112174,0.607546026,0.958056351,0.24841572,0
144.762605,2.712044818,0.690959095,0.322661084,0.568032643,0.954315644,0.229375312,0
251.3829132,3.534033613,0.650396448,0.286365046,0.535130868,0.958556368,0.271616922,0
20.3627451,1.279131653,0.788831391,0.517686457,0.719504313,0.98131653,0.152613685,0
282.9728291,3.596638655,0.667459615,0.310333692,0.55707602,0.95153662,0.250567125,0
149.8711485,2.828571429,0.667201785,0.291441047,0.539852801,0.957942289,0.233525257,0
231.2007003,3.303221289,0.676865736,0.333011293,0.577071306,0.960730405,0.283238385,0
181.5289916,2.740616246,0.727006226,0.410172324,0.640446972,0.965254174,0.21449333,0
267.0833333,3.15952381,0.747654324,0.467233609,0.683544885,0.957496989,0.259611352,0
110.5673669,2.460084034,0.710737131,0.369510412,0.607873681,0.967412946,0.211619513,0
110.0081232,2.355882353,0.719942186,0.38376123,0.619484649,0.961405131,0.221130352,0
254.9130252,3.185714286,0.687087026,0.329024845,0.573606873,0.956876303,0.245689083,0
237.3805322,3.184033613,0.700345236,0.354292845,0.595225037,0.95370002,0.213799301,0
258.7754902,3.39047619,0.708046905,0.379490482,0.616027988,0.944431156,0.26452556,0
237.8232493,3.242296919,0.685956488,0.334430821,0.578299941,0.959966553,0.241207648,0
260.5785714,3.191876751,0.717969126,0.384935101,0.620431383,0.959747002,0.206474023,0
249.4039216,3.338655462,0.701049539,0.375605811,0.612866879,0.959882815,0.250087948,0
155.3864146,2.732633053,0.682310261,0.314949951,0.561204019,0.96739097,0.209056812,0
169.5997199,2.407282913,0.753132027,0.430804724,0.656357162,0.965439247,0.192122394,0
189.8219888,3.142997199,0.641159934,0.252865715,0.502857549,0.953314538,0.238141141,0
175.8456583,3.042436975,0.672445258,0.301194027,0.548811467,0.955979782,0.218082629,0
194.5065826,3.269327731,0.650841843,0.282115699,0.531145648,0.951482912,0.257339892,0
207.0078431,3.356722689,0.63702466,0.26225145,0.51210492,0.948275119,0.255725072,0
224.0530812,3.375210084,0.635331554,0.249402251,0.499401893,0.948601797,0.222792829,0
240.4816527,3.175910364,0.682299907,0.31109994,0.557763337,0.952234355,0.214265432,0
215.8880952,2.991176471,0.719269696,0.400351425,0.632733297,0.963406232,0.234253332,0
174.5766106,2.921148459,0.649702002,0.267450068,0.517155749,0.964085175,0.196707131,0
262.1514006,3.670028011,0.630267779,0.244355948,0.494323728,0.957113508,0.24164155,0
312.7492997,3.714985994,0.635535384,0.24928235,0.499281834,0.955749186,0.254861219,0
113.0302521,2.327030812,0.732131622,0.403524675,0.63523592,0.970781505,0.183340092,0
197.7147059,3.051120448,0.679973679,0.316011081,0.562148629,0.961911805,0.2467005,0
206.2514006,3.162044818,0.672065276,0.308585238,0.55550449,0.952039504,0.207966232,0
178.6894958,2.641736695,0.744846528,0.42446099,0.651506708,0.957658001,0.191675631,0
242.7315126,3.663305322,0.650266346,0.299187861,0.546980677,0.957814916,0.267998219,0
235.7759104,3.153921569,0.700690069,0.379509873,0.616043726,0.964885284,0.257073625,0
233.3619048,3.400980392,0.676245697,0.330734745,0.575095422,0.95404643,0.255195433,0
92.84747899,2.561204482,0.674124277,0.334282429,0.578171626,0.96662853,0.277831318,0
179.439916,2.471288515,0.782142208,0.528947775,0.727287959,0.963197398,0.250803687,0
179.6380952,2.828571429,0.742642716,0.450036848,0.670847858,0.966369004,0.225244225,0
176.0715686,3.414285714,0.632461184,0.267206814,0.51692051,0.958748915,0.30141469,0
290.7093838,3.533333333,0.690175199,0.340169431,0.583240457,0.932785643,0.203905494,0
96.30098039,2.278851541,0.707522073,0.351777652,0.593108466,0.96782043,0.223599427,0
215.2035014,3.448459384,0.65911663,0.300971751,0.548608924,0.952622809,0.24590957,0
237.6564426,2.957843137,0.740027017,0.439110007,0.662653761,0.958999609,0.226016128,0
192.0051821,2.493837535,0.759428515,0.458409736,0.677059625,0.964178323,0.186635129,0
323.4683473,3.671988796,0.686279694,0.342392339,0.585143008,0.952916598,0.235165513,0
165.0203081,2.679831933,0.724480547,0.383064098,0.618921722,0.965413824,0.190054922,0
177.487395,2.775630252,0.726649008,0.400112231,0.632544252,0.963299694,0.226128285,0
236.2556022,3.002521008,0.715572899,0.383390611,0.619185442,0.961022035,0.209396099,0
310.8140056,3.380112045,0.734705442,0.429893369,0.655662542,0.955204712,0.242785098,0
180.8270308,3.071008403,0.672532836,0.311702455,0.558303193,0.951758905,0.203575105,0
144.1571429,2.674929972,0.68933657,0.310407477,0.557142241,0.963407211,0.188648896,0
227.3592437,2.760084034,0.746910355,0.438175368,0.661948161,0.966799262,0.205596391,0
245.6267507,3.022408964,0.72356116,0.393652687,0.627417474,0.960527546,0.233374463,0
151.8518207,2.164845938,0.793538159,0.524786297,0.724421353,0.966437806,0.173371757,0
184.5215686,2.630532213,0.736845668,0.405377788,0.636692852,0.960970226,0.180285321,0
359.3022409,3.614565826,0.71765359,0.383490063,0.619265745,0.945010325,0.231401946,0
158.097479,2.783053221,0.666683975,0.292264857,0.540615258,0.965016969,0.204837164,0
146.6091036,2.643277311,0.697517098,0.337296144,0.580772024,0.965120189,0.213483233,0
216.1393557,3.546078431,0.634256667,0.269734727,0.519359921,0.959441793,0.277335513,0
216.060084,2.756722689,0.735688323,0.416064063,0.645030281,0.968515628,0.237008305,0
215.8142857,3.003781513,0.707433665,0.357909605,0.598255468,0.961849037,0.207452973,0
178.6039216,2.822408964,0.715587622,0.381741638,0.61785244,0.96287758,0.243243938,0
258.3921569,3.248179272,0.710205801,0.37180433,0.609757599,0.949608059,0.208360822,0
219.9732493,3.004901961,0.708138458,0.367433003,0.606162522,0.962598344,0.21252825,0
221.1014006,3.257282913,0.684114492,0.354123002,0.595082349,0.961486224,0.251068184,0
177.804902,3.087394958,0.666913136,0.306410613,0.553543687,0.955890603,0.265127097,0
286.6431373,3.590196078,0.683711574,0.33867193,0.581955264,0.95060736,0.25017599,0
203.9663866,3.159943978,0.69668816,0.373811907,0.611401592,0.959761716,0.267027828,0
222.4212885,3.096078431,0.719739062,0.415384654,0.644503416,0.955106749,0.276161017,0
203.9455182,3.004481793,0.71823163,0.400250061,0.632653192,0.961799819,0.239263843,0
197.7331933,3.109803922,0.653840314,0.283200888,0.532166222,0.965679336,0.236951322,0
123.1222689,2.78907563,0.664527549,0.316649719,0.562716375,0.96361601,0.280112387,0
143.6487395,2.319747899,0.740704278,0.414584265,0.643882183,0.969817719,0.187532248,0
160.7662465,2.720588235,0.702359494,0.357766705,0.598136025,0.956930208,0.208271553,0
201.4945378,2.961904762,0.705635859,0.370531222,0.608712758,0.965209731,0.231323113,0
194.0901961,3.100980392,0.678100836,0.300418589,0.548104542,0.960847771,0.250632993,0
221.144958,3.019047619,0.725292333,0.398469859,0.63124469,0.956831862,0.225998586,0
261.1813725,3.410084034,0.706603868,0.381943601,0.618015858,0.952991196,0.231507411,0
166.9390756,2.543977591,0.714118507,0.372505689,0.610332441,0.969251079,0.220554485,0
196.6920168,3.198459384,0.664640255,0.300285908,0.547983493,0.963081619,0.255371688,0
76.28417367,2.411344538,0.63677398,0.23593152,0.485727825,0.965043532,0.183669162,0
180.3316527,2.561344538,0.748796447,0.444416355,0.666645599,0.965371601,0.218469577,0
132.6158263,2.780672269,0.725793133,0.430919544,0.656444624,0.971164638,0.281193771,0
262.0536415,2.749159664,0.771129951,0.477708377,0.691164508,0.963026366,0.214660924,0
183.3697479,2.724789916,0.7342427,0.416693158,0.645517744,0.963208571,0.231756332,0
224.7561625,2.887254902,0.723456855,0.370435429,0.608634068,0.956284709,0.176398165,0
223.4159664,3.114005602,0.694972439,0.342693783,0.585400532,0.961734982,0.225132962,0
217.6959384,3.304481793,0.67306734,0.318552764,0.564404788,0.958597491,0.261255307,0
105.7588235,2.349439776,0.693034011,0.317370458,0.563356422,0.964534356,0.185503025,0
322.6984594,3.508263305,0.722680111,0.422292319,0.649840226,0.955444129,0.245061335,0
191.5322129,3.007983193,0.704943269,0.373172034,0.610878084,0.95494134,0.228320728,0
275.7280112,3.342296919,0.698786358,0.360680213,0.600566577,0.951920556,0.234771495,0
176.7893557,2.714285714,0.734113513,0.411493274,0.641477415,0.965771886,0.222414143,0
253.4453782,3.194117647,0.705930654,0.362096299,0.60174438,0.960988745,0.217228853,0
137.582493,2.669747899,0.671685908,0.288645733,0.537257604,0.954757983,0.211826599,0
230.5294118,3.401960784,0.659820536,0.298884897,0.546703665,0.951616452,0.249818432,0
192.0401961,2.807563025,0.725847657,0.403285559,0.635047683,0.958851174,0.250100921,0
282.417507,3.267226891,0.726701658,0.396410123,0.629611089,0.957569076,0.199673197,0
223.4072829,3.084313725,0.713111753,0.380079983,0.616506272,0.953472868,0.208309595,0
257.7812325,3.028011204,0.741412707,0.430127355,0.655840952,0.962126563,0.217490865,0
142.5728291,2.261344538,0.773666425,0.478693389,0.691876715,0.970728173,0.194686351,0
239.4322129,3.422829132,0.670186899,0.309222924,0.556078164,0.952790704,0.246460596,0
234.7240896,3.668767507,0.652056666,0.297575471,0.545504786,0.954861318,0.261470513,0
190.1876751,2.416946779,0.778905058,0.486282101,0.697339301,0.966378692,0.19126354,0
115.6436975,2.516386555,0.673938264,0.2970345,0.545008716,0.968712535,0.214584875,0
153.6102241,2.676610644,0.688045642,0.311780732,0.558373291,0.968453872,0.205273604,0
207.9978992,3.187535014,0.685785581,0.333318945,0.577337809,0.954888569,0.217091848,0
217.3908964,3.492577031,0.601870401,0.200441304,0.447706716,0.952024826,0.238174705,0
169.9969188,2.685434174,0.743008242,0.438951492,0.662534144,0.964474333,0.225745672,0
171.0616246,2.311484594,0.773150475,0.48636026,0.69739534,0.965165976,0.182829302,0
81.29747899,2.162464986,0.718914132,0.37406698,0.611610153,0.966069394,0.229349473,0
210.8704482,2.899719888,0.755766619,0.454753656,0.674354251,0.950482847,0.222379586,0
209.97507,3.124789916,0.662075048,0.298318141,0.546185079,0.963664113,0.211847383,0
236.0598039,3.472128852,0.661868891,0.300244745,0.547945933,0.953028454,0.242710963,0
161.8595238,2.895518207,0.680706711,0.302167112,0.549697291,0.963859077,0.218422232,0
244.7536415,3.537394958,0.650306609,0.280873997,0.529975468,0.955633129,0.293249431,0
189.5197479,3.11372549,0.636693925,0.264074993,0.513882275,0.967491238,0.288570799,0
146.9366947,2.268487395,0.791935524,0.525625858,0.725000592,0.959509368,0.210542624,0
262.0655462,3.302661064,0.667009833,0.295241685,0.543361468,0.962578527,0.276047311,0
194.6743697,3.556022409,0.601176993,0.220317519,0.469379931,0.955294859,0.312770218,0
62.19691877,1.740056022,0.778061876,0.49080695,0.700576156,0.971280927,0.170072823,0
216.4168067,3.228851541,0.693068418,0.35356827,0.59461607,0.956423521,0.246895235,0
262.9721289,3.419467787,0.654038076,0.269590905,0.519221441,0.949113644,0.223654985,0
207.5948179,2.902380952,0.710593463,0.377745843,0.614610318,0.963456665,0.235311429,0
211.2257703,2.856302521,0.734677002,0.40780112,0.638593079,0.952202682,0.214825515,0
209.8166667,3.064145658,0.690863441,0.36763831,0.606331848,0.96474672,0.306198202,0
245.3410364,3.353221289,0.676097572,0.308662946,0.555574428,0.944942516,0.255108609,0
184.8889356,3.267927171,0.673977165,0.313688721,0.560079209,0.961173226,0.266692173,0
179.8577031,2.781092437,0.692099472,0.333006369,0.57706704,0.968794352,0.20196571,0
176.9911765,2.877170868,0.665180654,0.278086421,0.527339,0.962983591,0.16863712,0
211.4016807,3.050280112,0.688822709,0.331959078,0.5761589,0.961904949,0.224422897,0
216.6861345,3.018067227,0.703803954,0.361443911,0.601202055,0.964827039,0.236877482,0
240.7068627,3.420168067,0.668513335,0.310373463,0.557111715,0.956016296,0.248491674,0
110.0647059,2.41162465,0.709825452,0.37794048,0.61476864,0.966835846,0.210534296,0
297.2071429,3.82605042,0.657025945,0.292150301,0.540509298,0.941822621,0.242043841,0
189.8668067,3.268067227,0.640962684,0.276376482,0.52571521,0.957934706,0.263417223,0
230.1292717,2.711204482,0.767133062,0.46181352,0.679568628,0.960034603,0.1857428,0
168.3406162,2.867787115,0.697727689,0.348973334,0.59073965,0.955611125,0.229316494,0
220.3544818,3.211904762,0.705700871,0.387896306,0.622813219,0.957060093,0.226830524,0
167.6920168,2.928991597,0.705203604,0.371158934,0.609228146,0.96201156,0.271663587,0
255.6761905,3.366246499,0.708046037,0.377525245,0.61443083,0.941117355,0.25640453,0
197.5078431,3.124509804,0.684742828,0.33814262,0.581500318,0.965217833,0.233063356,0
227.1137255,2.704341737,0.766637786,0.478765016,0.691928476,0.964553723,0.206382073,0
219.5134454,3.052380952,0.693573509,0.332102625,0.576283459,0.958259613,0.230516979,0
159.407563,2.62394958,0.74500217,0.453956024,0.673762587,0.96788556,0.233789833,0
229.2922969,3.03627451,0.722298922,0.378820695,0.615484114,0.953706638,0.196590891,0
209.4281513,2.963445378,0.721093017,0.404842378,0.636272252,0.958022288,0.243593548,0
153.8711485,2.646358543,0.735646905,0.419498123,0.647686747,0.969303306,0.232191907,0
157.9404762,3.215406162,0.645614741,0.281787735,0.530836825,0.951948084,0.252106711,0
252.8355742,3.357282913,0.677480574,0.315486293,0.561681665,0.955562227,0.224519721,0
181.5413165,2.586694678,0.761589414,0.490683254,0.700487868,0.966491492,0.25172881,0
241.110084,3.167226891,0.701347555,0.357508356,0.597920025,0.953944875,0.254036496,0
169.622549,2.185434174,0.784307664,0.496330768,0.704507465,0.968721604,0.160319845,0
129.9913165,2.753221289,0.658319128,0.284587374,0.533467313,0.959729829,0.255172306,0
196.039916,3.119747899,0.656849775,0.286395313,0.535159147,0.953846332,0.27527211,0
202.2936975,3.08767507,0.690573585,0.329866751,0.574340274,0.959827461,0.231614989,0
251.4140056,3.546498599,0.649487029,0.287643911,0.536324445,0.954782723,0.263679501,0
225.1642857,3.158403361,0.692016817,0.336693422,0.580252895,0.955359209,0.21666129,0
155.9612045,2.797759104,0.680687031,0.317096692,0.563113391,0.964025575,0.233219399,0
197.0266106,3.033613445,0.69965715,0.376567019,0.613650567,0.967382149,0.262001557,0
262.0189076,3.01092437,0.739462413,0.442334954,0.665082667,0.964807962,0.242431626,0
199.0180672,2.827731092,0.739035861,0.440520385,0.663717097,0.957394791,0.220971898,0
168.980112,2.984733894,0.659767215,0.271112759,0.520684894,0.956915336,0.224455517,0
243.7463585,3.232633053,0.709888081,0.385876694,0.621189741,0.959249171,0.267544288,0
149.6939776,2.929971989,0.649483854,0.271107257,0.52067961,0.968323864,0.240447833,0
160.4584034,2.811904762,0.71522219,0.401745963,0.633834334,0.962032379,0.245682814,0
