contrast,dissimilarity,homogeneity,ASM,energy,correlation,entropy,y
161.872549,3.135994398,0.682136599,0.340412145,0.583448494,0.961505086,0.2377558,0
103.8791317,2.581512605,0.635422636,0.218520271,0.467461518,0.958932102,0.164452284,0
277.7872549,3.351260504,0.696288086,0.351219713,0.592637928,0.950955517,0.231197265,0
182.8247899,3.246218487,0.670656705,0.31991529,0.565610546,0.956636383,0.253340832,0
146.8914566,2.894397759,0.676089492,0.313998541,0.560355727,0.962502578,0.27682612,0
175.7158263,2.566386555,0.761066138,0.451997103,0.672307298,0.96597507,0.179910624,0
282.1598039,3.589355742,0.653178553,0.271826515,0.521369845,0.949815663,0.246397289,0
244.2743697,3.648739496,0.664011274,0.310678919,0.55738579,0.950942099,0.268669205,0
216.1397759,3.315966387,0.656902422,0.297259943,0.545215502,0.962341895,0.251252774,0
212.57493,3.01232493,0.69612396,0.356448354,0.597032959,0.964915746,0.228782036,0
353.7397759,3.618627451,0.71921503,0.389161037,0.62382773,0.951886663,0.245673451,0
204.7666667,3.315966387,0.66760506,0.324882208,0.569984393,0.964761237,0.288188435,0
272.240056,3.259103641,0.727793094,0.411328227,0.641348756,0.954179373,0.236663965,0
177.7795518,2.73557423,0.708367816,0.369876706,0.608174897,0.96562619,0.215725407,0
158.1348739,3.119187675,0.618019404,0.220037054,0.469081074,0.959585879,0.238852461,0
131.5309524,2.689215686,0.691154618,0.330510204,0.574900169,0.967853377,0.210889438,0
236.7312325,3.014985994,0.724544171,0.389748184,0.624298153,0.955819291,0.224948046,0
244.0847339,2.780252101,0.770086586,0.487965245,0.698545092,0.959865073,0.223858295,0
171.205042,2.747478992,0.70257272,0.362575913,0.602142768,0.964060229,0.194130999,0
184.6707283,3.05140056,0.669778594,0.306028166,0.553198126,0.963981481,0.25966713,0
237.3722689,3.121848739,0.717871119,0.400812668,0.633097677,0.961852173,0.232486033,0
198.4191877,2.853221289,0.748160995,0.457707426,0.676540779,0.959781748,0.219466263,0
226.5501401,3.424369748,0.65047552,0.28181246,0.530860114,0.951862544,0.265926842,0
230.819888,3.51442577,0.659715458,0.302651933,0.550138104,0.947963194,0.243376026,0
191.7183473,2.875070028,0.704641347,0.358513405,0.59875989,0.957046739,0.227459739,0
162.429972,3.07745098,0.639329953,0.246199803,0.496185251,0.962203294,0.229019579,0
148.3827731,2.8,0.699566087,0.351794267,0.593122472,0.957849886,0.202645683,0
194.2753501,3.316806723,0.66378257,0.30718101,0.554239127,0.958583372,0.249071275,0
246.6484594,3.509803922,0.659690441,0.315607135,0.561789226,0.962271973,0.281617671,0
