Unnamed: 0,contrast,dissimilarity,homogeneity,asm,energy,correlation,ent
rbc_00870.tif,4534.154367629405,35.48026269331262,0.5895246188083575,0.3415815073002035,0.5844497474549917,0.3489673622322542,0.4465755151474811
rbc_02901.tif,5126.90530329779,40.43415013064049,0.5266355835346647,0.2714145653193504,0.5209746302070287,0.3397385980158448,0.4946949589684787
rbc_02929.tif,5251.537603276604,40.75263046395028,0.5312383646084481,0.2763660069260798,0.5257052471928351,0.3330434759681323,0.4912961645021388
rbc_00858.tif,4968.996539792388,39.27547489584069,0.5414351899436961,0.2863276233450797,0.5350959010729569,0.3498057728998263,0.4843430901546039
rbc_02097.tif,4054.386554621849,31.67445801850152,0.6338123728909965,0.3960010087270969,0.6292861103878719,0.3827447235813591,0.410987436025114
rbc_02083.tif,5337.090036014406,41.66132335287056,0.5163490635440858,0.2606359100712937,0.5105251316745275,0.3321923129414353,0.502451019962795
rbc_00694.tif,5298.885530682861,41.64409293129016,0.517238769752537,0.2630927811958554,0.5129257072869866,0.3433015866789104,0.5006703421949589
rbc_03564.tif,4206.145752418614,32.70969564296307,0.6248357890008707,0.3847958022024613,0.6203191132009889,0.3497139991474758,0.4186344215226999
rbc_01373.tif,4827.501165171951,37.65214321022526,0.5659897723530102,0.313938563042409,0.5603022068869701,0.3425998750393928,0.465305225956184
rbc_03202.tif,4628.12908692889,36.568038980298,0.5715298335606771,0.3138651789489518,0.5602367168875597,0.3677522389543368,0.4647736257185466
rbc_03216.tif,5142.310288821411,39.78730315655673,0.5463767588184044,0.2929387941304951,0.5412382046109597,0.3236287210323287,0.4793169676596558
rbc_02108.tif,4160.01906645011,32.88044629616552,0.6119599328203881,0.3691892156240238,0.6076094268722497,0.3664343650129668,0.4286947757781146
rbc_01401.tif,5715.336628769155,44.83892380481605,0.4767420995645826,0.2217616190729148,0.4709157239601527,0.3061308094751313,0.5303355460429241
rbc_00079.tif,5318.861379846056,41.48887790410282,0.5167858016059803,0.260851694013403,0.5107364232296371,0.3304650446618982,0.5017052088019067
rbc_01367.tif,5062.021043711602,38.80220323423487,0.5541611151408105,0.3010967555957775,0.5487228404174347,0.3406203355867954,0.4742431819730807
rbc_00051.tif,4878.58795282819,37.71499187910459,0.5690475078320385,0.3167946384492224,0.5628451282983823,0.3351346389502429,0.4640779818226938
rbc_02646.tif,5377.083680531036,41.48760680742885,0.5247289403518265,0.2683338296666523,0.5180094880083301,0.3155970890700865,0.4968564433450975
rbc_03558.tif,5570.683426311702,43.29962573264599,0.5044779144516627,0.2480316484710832,0.4980277587354777,0.3217564549773063,0.5111519456993431
rbc_02120.tif,4999.922180636961,38.78285431819787,0.5534771459429026,0.2991633570063188,0.5469582772079775,0.3361445601859097,0.4759634822273084
rbc_01429.tif,4414.226113975002,34.34136007344114,0.6031885410874674,0.359134816897137,0.5992785803757189,0.3659201487222978,0.4359451008995268
rbc_00737.tif,4979.602287974014,38.284019490149,0.5617193312138165,0.3100739400592478,0.5568428324574608,0.3194359248768848,0.4682970249760548
rbc_00723.tif,4986.413953816821,38.96532730739354,0.5462561360256981,0.2914889147357765,0.5398971334761619,0.3508741824448047,0.4809460992730115
rbc_02652.tif,5224.39262763929,40.6976908410423,0.5339098520421098,0.2793432189459856,0.5285292980961278,0.32496784187622,0.4889130391989024
rbc_00045.tif,5641.189887719794,43.76950780312125,0.4990893936844197,0.2431332452727535,0.4930854340504833,0.3223305098846607,0.5146019837720154
rbc_00904.tif,5179.121389732364,40.13275898594732,0.5430477058287416,0.2895096984614385,0.5380610545852939,0.3228494150129211,0.4819066708672257
rbc_02875.tif,3591.474472141798,28.31085375326602,0.6683877958265362,0.4416813303121918,0.664591100085001,0.3915832751958987,0.3823222752021482
rbc_02685.tif,5421.317421086082,42.09222512534426,0.5160386087349207,0.2609246193316089,0.5108078105624551,0.3236580081216045,0.5023833223767208
rbc_00092.tif,5045.384930442765,39.77332109314314,0.5381078372953414,0.2834636689719939,0.5324130623604137,0.3556394636506234,0.4864473613686423
rbc_00938.tif,5757.532942588799,44.91857919638444,0.4765243280260615,0.2211635955594763,0.4702803372026905,0.3076600183605585,0.5307511452427517
rbc_01398.tif,5101.604830167361,39.76527081420804,0.5401589007463463,0.2858742636364245,0.5346721085267349,0.3333410178404091,0.4845174949272865
rbc_00086.tif,4768.747122378363,37.63604265235506,0.5592739370262221,0.3066233717137558,0.5537358320659371,0.3489626602687205,0.4703631303997604
rbc_02691.tif,4393.041875573759,34.66224136713509,0.5985630882954719,0.3523956577899854,0.5936292258556559,0.3566821805711291,0.4399038589581809
rbc_03000.tif,4755.375609067156,37.72106489654685,0.553429325575209,0.2990085801992567,0.54681677022496,0.3517688199409365,0.4758256705621123
rbc_00509.tif,4981.603276604759,38.80022597274204,0.5501313922433831,0.2970812553951904,0.545051608010829,0.3572581247424005,0.4770743201606468
rbc_01617.tif,4264.218769860885,33.73391709625027,0.6035448778602557,0.3582878180494959,0.5985714811528327,0.3813725979035288,0.4356994644854539
rbc_01171.tif,5208.773532942589,40.78567897747334,0.5289699620465621,0.2731828447118428,0.5226689628357922,0.3379602318893518,0.4933243367857162
rbc_01165.tif,5049.05162064826,39.22505472777347,0.5457940489933557,0.2926335290676332,0.5409561249007475,0.3406561367119919,0.4797993528004907
rbc_00535.tif,4737.623614151543,36.91292987783349,0.5723656655111569,0.3222209323877925,0.5676450760711244,0.3569246664968084,0.4594610046365746
rbc_02322.tif,4281.779252877621,33.99039615846338,0.5971674793377999,0.3516422590669833,0.5929943162181095,0.3766127687912879,0.4408341618197648
rbc_00253.tif,6006.438528352517,46.07146387966951,0.4752652159530076,0.2197049595414831,0.4687269562778346,0.2861458010793065,0.5317345757022984
rbc_01159.tif,5303.784478497281,41.44368335569521,0.5169141475731364,0.2607797460859499,0.510665982894837,0.327649791590456,0.5016762982839724
rbc_00247.tif,5652.061860038133,43.95480545159241,0.4931430076530393,0.238284509482064,0.4881439434040578,0.3139094009953222,0.5189322782662252
rbc_02336.tif,5181.334369041734,40.13530117929525,0.540870433416327,0.2864037600900446,0.5351670394279198,0.3351233268627057,0.4848317942170701
rbc_03028.tif,4750.691194124709,36.86858272720853,0.5765897359259409,0.3263220839331215,0.5712460800155407,0.3412096033157944,0.4566986951422374
